sentences,label
"how do you usually get to work in the morning ?  | i always seem to be 5 or 10 minutes late for everything . i drive to work everyday . so if the traffic is bad , i have to think of a new way to apologize to my boss for being late .  | no , not really . he knows that i live far away . i stay late whenever i do n't make it on time in the morning and it probably helps that i earned a fair amount of money for the company year after year .  | to be honest , i would rather change jobs than houses . my wife loves our house , especially since she works from home . our kids are in great schools . and on the weekends , there are a million things for us to do as a family .  | yeah , driving is pretty stressful sometimes . ",-0.25
"i try to ride my bike most of the time . of course , when i 'm running late , i take the subway .  | does your boss yell at you if you 're late ?  | have you ever considered moving into the city to be closer to your job ?  | it does sound nice . for me , though , i love living in the city . there are so many cultural activities and i love not having to drive . ",-0.1662337662
"well , that was probably because you were talking on your mobile phone .  | young lady , i saw you in my mirror . you had the phone up to your ear the whole time .  | listen , i 'm not stupid , ok ? when the police get here , they 're going to check your phone and see that you made a call at the time of the accident . you 're in big trouble .  | they are already on their way . next time , maybe you 'll think twice about answering a call when you 're on the road . ",0.0
"oh , i 'm terribly sorry , sir . i did n't see you stop .  | sir , i do n't know what you 're talking about . i was just looking out the window .  | no , i was just doing my hair .  | no . please do n't call them . my father will kill me . look , here 's my insurance card . they 'll pay for the damage to your car . ",-0.5
"she 's not here at the moment , can i take a message ?  | in about 30 minutes . ",0.0
"hello , may , i speak to mrs sullivan , please ?  | actually , i can just call back , when will she be available ? ",0.0
"kathy , do i look heavy ?  | yeah , but i 'm heavy .  | hardly ever , i do n't like to exercise .  | oh , yeah , 3 or 4 times a week .  | i walked to school everyday .  | no , i hardly ever eat it , but i eat fruit and vegetables once a day .  | twice a year . ",-0.2
"no , you look fine . you look very healthy .  | i do n't think so . how often do you exercise ?  | but you play tennis , do n't you ?  | well , that 's a good exercise . do you walk very much ?  | great . do you eat a lot of junk food ?  | how often do you go to the doctor ?  | so you exercise , you eat well , you see your doctor , you are fine . you look fine . ",0.2888888889
"yes , that 's right .  | well , the other seemed to be happy enough with it . ",0.2857142857
"now , this get together we 're having at club mango .  | it 's not my favorite place . could n't we think of somewhere better ?  | the trouble is , it 's so noisy there that you ca n't really have any sort of conversation and surely that 's the point of us all getting together . ",0.2857142857
"hey neighbor , i 'm going out of town this weekend and i was wondering if you could take care of my dog while i 'm gone . you know , my dog jaws , do n't you ?  | just feed him a can of dog food a day and make sure he has plenty of water in his dish . oh , and he needs someone to take him for a walk around the block every afternoon .  | no , he really needs a walk . ah , and he likes to watch the 3:00 o'clock soap opera on channel 4 and then you 'll need to brush his teeth after you give him doggie treats at 4:00 o'clock . ",0.0
"yeah .  | well , how about if i just throw a ball over the fence to give him some exercise . ",0.5
,0.625
"good evening and welcome to tonight 's addition of legendary lives our subject this evening is james dean actor in hero for the young people of his time . edward murray is the author of a new biography of dean . good evening , edward . ",0.4828133609
good morning . you have reached the monterrey bay in .  | alright . what are the dates for that reservation ?  | ok. would you like to book a room for another day ? we are having a special deal in march if you book a room for 2 days . you get the third day for free . ,0.7
"good morning , sir . i 'm calling to cancel a reservation .  | they are january twenty nineth through february 1 . ",0.7
"mark sanchez .  | it 's mark889 @ gmail.com .  | i ordered some gifts from your website last week , but they have n't arrived yet . they were supposed to be here 2 days ago .  | yes , it 's 855321 . ",0.0
"thank you for calling target.com . my name is angela and i 'd be happy to assist you today . what is the name on the account ?  | thank you , mr sanchez . what 's your email address ?  | thank you . how may i help you today ?  | i 'm sorry to hear that , sir . do you have the order number ? ",0.8
